Artist,Feature1,Feature2,Feature3,Feature4
Dyme-A-Duzin,None,None,None,None
Dyme-A-Duzin,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,TegoåÊCalderÌ_n,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,TegoåÊCalderÌ_n,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,MellowåÊMan Ace,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,FerminåÊIV Caballero of Control Machete,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,Fugees,None,None,None
Cypress Hill,DefåÊSquad,MCåÊEiht,None,None
Cypress Hill,CallåÊO' Da Wild,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,MCåÊEiht,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,BarronåÊRicks,None,None,None
Cypress Hill,BarronåÊRicks,None,None,None
Cypress Hill,BarronåÊRicks,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,BarronåÊRicks,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,BarronåÊRicks,ChaceåÊInfinite,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,Kurupt,None,None,None
Cypress Hill,KingåÊT,MCåÊRen,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,MethodåÊMan,Redman,None,None
Cypress Hill,MellowåÊMan Ace,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,Kokane,None,None,None
Cypress Hill,Kurupt,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,Eminem,N.O.R.E.,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,B-Real,SenåÊDog,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,C.åÊWolbers,D.åÊCazares (Fear Factory),None,None
Cypress Hill,None,None,None,None
Dyme-A-Duzin,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Dyme-A-Duzin,None,None,None,None
Dyme-A-Duzin,CapitalåÊSTEEZ,CJåÊFly,JoeyåÊBada$$,None
Dyme-A-Duzin,None,None,None,None
Cypress Hill,None,None,None,None
Cypress Hill,None,None,None,None
Dyme-A-Duzin,#BNFB,None,None,None
Dyme-A-Duzin,None,None,None,None
Dyme-A-Duzin,None,None,None,None
Dyme-A-Duzin,None,None,None,None
Dyme-A-Duzin,None,None,None,None
Dynamic Duo,None,None,None,None
Dynamic Duo,BMK,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
Dynamic Duo,None,None,None,None
Dynamic Duo,‰ÛÜnafla,None,None,None
Dynamic Duo,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
Dynamic Duo,Zion.T,None,None,None
Dynamic Duo,Crush,DJåÊFriz,None,None
Dynamic Duo,Muzie,None,None,None
Dynamic Duo,DEëÓN,None,None,None
Dynamic Duo,None,None,None,None
Dynamic Duo,None,None,None,None
Dynamic Duo,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
Dynamic Duo,Heritage,None,None,None
Dynamic Duo,None,None,None,None
Dynamic Duo,None,None,None,None
Dynamic Duo,None,None,None,None
Dynamic Duo,None,None,None,None
Dynamic Duo,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
Dynamic Duo,CHENåÊ(EXO),None,None,None
Dynamic Duo,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
Dynamic Duo,ra.d,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,LucianoåÊPavarotti,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cult,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,IrishåÊChamber Orchestra,None,None,None
The Cranberries,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cranberries,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
The Cult,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,BigåÊCrust,None,None,None
Dylan Ross,Mr.åÊSche,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,DuttyåÊMane,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,BlackåÊSmurf,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,Bones,None,None,None
Dylan Ross,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,ChrisåÊTravis,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,K-Fix,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,BigåÊCrust,None,None,None
Dylan Ross,None,None,None,None
Dylan Ross,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dylan Ross,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,SherylåÊCrow,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dwight Yoakam,None,None,None,None
Dying Fetus,None,None,None,None
